,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
0,1.621654676258993,2.353021582733813,4.804388489208634,4.56654676258993,4.142517985611512,3.3097841726618706,2.557050359712231,1.9610071942446046,2.0078417266187047,2.45726618705036,2.8074100719424457,1.1954676258992802,1.0354676258992808,1.033237410071942,1.1174820143884894,1.1125179856115108,0.7417985611510791,0.5967625899280575,0.5480575539568345,0.5597122302158274,0.6426618705035971,4.9063309352518,1.09863309352518,1.896978417266187
1,1.1863346613545818,1.308286852589642,2.0504780876494024,2.234382470119522,2.3912749003984057,3.4153784860557765,4.402788844621516,4.161155378486057,4.872350597609571,4.115418326693229,1.6105179282868523,1.4232669322709164,1.3422709163346613,1.7626294820717128,0.9286454183266926,0.6665737051792829,0.4686454183266927,0.34015936254980045,0.43645418326693236,0.7592430278884462,0.7931075697211156,1.0308764940239046,1.1452988047808765,1.1776892430278882
2,1.2945454545454544,4.6501818181818155,4.458999999999996,3.959545454545454,4.480545454545456,3.479,4.998090909090911,2.5334545454545454,2.920181818181818,3.1,2.6386363636363637,1.8838181818181816,1.836090909090909,1.7141818181818178,2.3133636363636363,0.9582727272727273,0.5272727272727271,0.257909090909091,0.2897272727272728,0.5791818181818182,0.6109090909090908,0.8211818181818182,0.9518181818181815,1.083090909090909
3,1.8841899441340781,2.103854748603352,2.5822346368715086,3.8048603351955306,3.690782122905029,2.758268156424581,3.2721787709497203,3.001117318435754,3.819664804469274,3.5072067039106143,4.404860335195529,1.6602234636871511,4.942569832402244,2.4663687150837994,1.6775418994413407,1.044413407821229,0.8941340782122904,0.7437988826815642,0.6885474860335196,0.6767039106145252,0.6901117318435754,4.357541899441342,2.6882681564245825,1.7073743016759777
4,1.0211160714285714,1.373035714285714,1.9862946428571426,2.450446428571429,2.875,4.116741071428573,4.8869642857142885,2.4698660714285716,4.4109375000000055,1.9533482142857144,1.7202232142857143,1.7268303571428576,2.304776785714286,3.0707142857142844,4.447187500000004,0.6984374999999998,0.6641071428571429,0.6722321428571428,0.7335714285714285,0.7783482142857143,0.8540178571428572,0.9195982142857142,0.9280357142857144,1.0088839285714286
5,1.2100000000000002,1.5459281437125747,1.8489820359281441,2.792934131736527,4.111916167664671,4.288383233532937,4.409850299401199,2.279520958083832,2.6868263473053906,2.022574850299401,1.7184131736526949,1.83559880239521,1.685059880239521,1.2683532934131745,1.274790419161676,0.7726646706586826,0.6220059880239519,0.5638922155688623,0.6232634730538922,0.5877245508982037,0.676197604790419,0.8639520958083827,1.1538622754491017,1.2463473053892213
6,0.3474736842105255,0.9743157894736847,1.4825263157894735,1.5112631578947375,1.6384210526315786,1.6778947368421049,2.96621052631579,2.3233684210526317,3.1010526315789475,3.2642105263157895,4.212210526315791,4.808315789473687,4.8666315789473655,4.094105263157894,0.91621052631579,0.8866315789473683,0.8472631578947367,0.8353684210526314,0.8851578947368421,0.3178947368421055,0.20621052631578862,0.21063157894736984,0.2710526315789461,0.4186315789473689
7,0.9936725663716817,4.985884955752215,2.4638938053097346,2.446017699115044,2.564424778761062,3.2227433628318582,4.4229646017699125,2.9900884955752205,3.943362831858408,2.9642477876106197,2.584070796460177,2.453761061946903,1.9746460176991152,4.274823008849561,3.0273451327433656,0.7281415929203539,0.7164159292035398,0.7276106194690266,0.5728318584070797,0.7924336283185842,0.7593805309734513,0.7828761061946912,0.8703539823008851,1.0325663716814157
8,2.4682745098039227,2.7569411764705887,2.501686274509804,2.2590588235294122,2.0170980392156865,1.8290588235294127,1.8154509803921581,1.5590980392156875,1.5767843137254909,1.5466666666666666,1.5255686274509803,1.487294117647058,1.54678431372549,1.7926274509803923,1.804235294117647,1.2202352941176473,1.1790588235294115,1.3466666666666671,1.6048627450980386,1.6374509803921562,1.368392156862745,2.585333333333334,2.546392156862745,3.171254901960787
9,0.8826704545454547,4.990852272727268,1.7767613636363635,1.5807954545454546,1.7294318181818187,2.7514772727272727,4.885113636363638,3.897613636363636,4.943863636363644,4.425113636363639,2.701022727272727,1.9182386363636363,1.559715909090909,1.3655113636363643,3.072329545454547,0.6685227272727272,0.6130681818181819,0.6232386363636364,0.7180681818181819,0.7508522727272727,0.8714204545454546,0.875909090909091,0.8202272727272724,0.867784090909091
10,1.6554802259887003,2.3470056497175142,3.735706214689265,3.9696610169491526,3.9155932203389847,3.0478531073446327,2.8682485875706214,2.1915254237288138,2.206101694915254,2.317796610169491,2.7129378531073445,1.41502824858757,1.1145197740112995,0.9210169491525413,1.1639548022598873,0.9547457627118645,0.9661016949152543,0.7482485875706215,0.6990960451977402,0.6988700564971752,0.7327683615819209,4.419774011299436,4.932203389830512,1.9896610169491526
11,1.281625,4.549708333333331,4.029083333333336,4.090541666666665,4.429333333333336,3.4802916666666666,2.068458333333334,2.3730416666666665,2.573749999999999,2.7234583333333333,1.6865000000000023,1.677458333333333,1.544874999999999,1.5455833333333329,1.489375,1.0972083333333336,0.385583333333333,0.34737499999999955,0.3932916666666668,0.6299583333333335,0.7747083333333333,0.9201250000000001,1.0544583333333335,1.217875
12,1.2829752066115703,1.4322107438016543,1.6232231404958664,2.163615702479338,2.2729132231404967,2.3781611570247927,3.4105371900826444,3.5855578512396695,4.403760330578518,4.385702479338838,4.970971074380188,2.1608677685950415,1.7334504132231396,1.3492355371900815,1.2453099173553706,0.9275413223140496,0.6477066115702479,0.3226859504132239,0.2649586776859502,0.25386363636363674,0.47241735537190055,1.2579958677685954,1.0257851239669429,1.2374380165289256
13,0.7918811881188117,0.9547194719471939,1.6971287128712873,1.6528052805280522,1.6480528052805279,1.6555445544554452,2.9675247524752484,1.8299999999999996,2.6734983498349836,2.8766666666666665,2.982013201320132,4.06481848184819,4.322970297029713,4.988382838283816,4.957293729372942,0.6795709570957094,0.6482508250825083,0.661056105610561,0.8693069306930692,0.8055445544554456,0.739075907590759,0.7372937293729376,0.7121122112211233,0.7629042904290436
14,1.495344827586207,1.8244252873563218,1.7406896551724138,4.569080459770115,4.490977011494252,3.7786206896551726,2.350057471264368,2.019712643678161,2.099367816091953,2.2822988505747124,2.320287356321839,2.3136206896551723,1.5108620689655172,1.1845977011494258,1.2437931034482754,1.2782183908045979,0.9603448275862069,0.6208045977011494,0.5339655172413793,0.5086206896551726,0.5582758620689654,4.777988505747128,0.9617241379310346,1.4918965517241378
15,1.1067555555555557,1.7253333333333334,4.328088888888894,4.409066666666664,4.5018222222222235,4.327244444444445,4.184400000000001,2.153377777777778,2.310222222222222,2.3815999999999997,2.4928,1.8584,1.7812888888888887,1.387644444444445,1.3710222222222224,1.1845333333333334,0.7411555555555556,0.3197333333333328,0.2934666666666657,0.2742666666666674,0.46039999999999975,0.7268888888888894,1.0105777777777776,0.9995555555555549
16,1.7740654205607473,2.6605607476635513,2.4682242990654206,3.920747663551403,4.53873831775701,3.328598130841121,3.5108878504672894,2.892336448598131,2.7876168224299067,2.7321028037383184,2.5733644859813083,3.553644859813084,2.9341588785046717,1.1363084112149522,1.1599065420560737,0.7983177570093457,0.8075700934579438,0.7721495327102802,0.7963551401869161,0.7594859813084113,0.7966822429906543,1.0714018691588785,3.6987383177570057,3.6469158878504695
17,1.1748979591836735,2.0789115646258503,2.5074149659863947,2.808843537414966,4.042517006802722,3.940204081632654,3.9766666666666675,2.903469387755102,2.84843537414966,2.374285714285714,2.2221768707482994,2.3448299319727894,3.1951700680272097,4.926530612244901,0.8975510204081625,0.7379591836734691,0.8899999999999999,0.6706802721088435,0.8791156462585036,0.8331972789115646,0.8304761904761904,0.8728571428571428,1.016190476190476,2.331768707482994
18,1.0406153846153847,1.2432820512820524,2.1974871794871795,1.9975384615384613,2.2274871794871784,3.0304615384615383,4.6249230769230785,3.8426153846153834,4.91179487179488,4.786410256410255,2.53225641025641,1.677076923076923,1.811179487179487,2.3034871794871794,4.978512820512826,0.6490256410256411,0.572153846153846,0.5579487179487179,0.6077948717948718,0.7511794871794871,0.8716923076923077,1.0022051282051285,0.945384615384615,0.9848717948717951
